Jefferson,Sessions,AL,Qualified,12/24/1946,202-224-4124,http://www.sessions.senate.gov/public/index.cfm/contact-jeff
Robert,Aderholt,AL,Qualified,7/22/1965,202-225-4876,http://aderholt.house.gov/email-me2/
Mo,Brooks,AL,Qualified,4/29/1954,202-225-4801,https://brooks.house.gov/email-me
Martha,Roby,AL,Qualified,7/27/1976,202-225-2901,https://roby.house.gov/contact-me
Mike,Rogers,AL,Qualified,7/16/1958,202-225-3261,http://mikerogers.house.gov/contact-mike/email-me
Terri,Sewell,AL,Qualified,1/1/1965,202-225-2665,https://sewell.house.gov/email-me
Richard,Shelby,AL,Qualified,5/6/1934,202-224-5744,http://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby
Bradley,Byrne,AL,Qualified,2/16/1955,202-225-4931,https://byrne.house.gov/contact/email-me
Gary,Palmer,AL,Qualified,5/14/1954,202-225-4921,
Lisa,Murkowski,AK,Qualified,5/22/1957,202-224-6665,http://www.murkowski.senate.gov/public/index.cfm?p=EMailLisa
Don,Young,AK,Qualified,6/9/1933,202-225-5765,https://donyoung.house.gov/forms/writeyourrep/
Dan,Sullivan,AK,Qualified,11/13/1964,202-224-3004,
Jeff,Flake,AZ,Qualified,12/31/1962,202-224-4521,http://www.flake.senate.gov/contact.cfm
Trent,Franks,AZ,Qualified,6/19/1957,202-225-4576,https://franks.house.gov/contact-me/email-me
Paul,Gosar,AZ,Qualified,11/22/1958,202-225-2315,https://gosar.house.gov/contact-me/email-me
Raúl,Grijalva,AZ,Qualified,2/19/1948,202-225-2435,https://grijalvaforms.house.gov/email-raul
John,McCain,AZ,Qualified,8/29/1936,202-224-2235,http://www.mccain.senate.gov/public/index.cfm/contact-form
David,Schweikert,AZ,Qualified,3/3/1962,202-225-2190,https://schweikert.house.gov/contact-form
Matt,Salmon,AZ,Qualified,1/21/1958,202-225-2635,https://salmon.house.gov/contact/email-me
Ann,Kirkpatrick,AZ,Qualified,3/24/1950,202-225-3361,https://kirkpatrick.house.gov/contact/email-me
Kyrsten,Sinema,AZ,Qualified,7/12/1976,202-225-9888,https://sinemaforms.house.gov/forms/writeyourrep/
Martha,McSally,AZ,Qualified,3/22/1966,202-225-2542,
Ruben,Gallego,AZ,Qualified,11/20/1979,202-225-4065,
John,Boozman,AR,Qualified,12/10/1950,202-224-4843,http://www.boozman.senate.gov/public/index.cfm/e-mail-me
Eric,Crawford,AR,Qualified,1/22/1966,202-225-4076,http://crawford.house.gov/contact/
Steve,Womack,AR,Qualified,2/18/1957,202-225-4301,https://womack.house.gov/contact/contactform.htm
Tom,Cotton,AR,Qualified,5/13/1977,202-224-2353,
French,Hill,AR,Qualified,12/5/1956,202-225-2506,
Bruce,Westerman,AR,Qualified,11/18/1967,202-225-3772,
Dianne,Feinstein,CA,Qualified,6/22/1933,202-224-3841,https://www.feinstein.senate.gov/public/index.cfm/e-mail-me
Karen,Bass,CA,Qualified,10/3/1953,202-225-7084,https://bass.house.gov/contact-me/email-me
Xavier,Becerra,CA,Qualified,1/26/1958,202-225-6235,http://becerraforms.house.gov/forms/writeyourrep/
Barbara,Boxer,CA,Qualified,11/11/1940,202-224-3553,https://www.boxer.senate.gov/contact/shareyourviews.html
Ken,Calvert,CA,Qualified,6/8/1953,202-225-1986,https://calvert.house.gov/contactform/
Lois,Capps,CA,Qualified,1/10/1938,202-225-3601,https://capps.house.gov/contact-me/email-me
Judy,Chu,CA,Qualified,7/7/1953,202-225-5464,http://chu.house.gov/connect-with-me/email-judy
Jim,Costa,CA,Qualified,4/13/1952,202-225-3341,http://www.house.gov/formcosta/issue.htm
Susan,Davis,CA,Qualified,4/13/1944,202-225-2040,https://susandavisforms.house.gov/forms/writeyourrep/
Jeff,Denham,CA,Qualified,7/29/1967,202-225-4540,https://denham.house.gov/contact-me/email-me
Anna,Eshoo,CA,Qualified,12/13/1942,202-225-8104,https://eshoo.house.gov/email-me/
Sam,Farr,CA,Qualified,7/4/1941,202-225-2861,https://forms.house.gov/farr/webforms/issue_subscribe.html
John,Garamendi,CA,Qualified,1/24/1945,202-225-1880,https://garamendi.house.gov/contact-me/email-me
Michael,Honda,CA,Qualified,6/27/1941,202-225-2631,http://honda.house.gov/contact
Duncan,Hunter,CA,Qualified,12/7/1976,202-225-5672,https://hunter.house.gov/contact-me/email-me
Darrell,Issa,CA,Qualified,11/1/1953,202-225-3906,http://issa.house.gov/contact/contact-me
Barbara,Lee,CA,Qualified,7/16/1946,202-225-2661,http://lee.house.gov/contact-the-office/email-me
Zoe,Lofgren,CA,Qualified,12/21/1947,202-225-3072,http://lofgren.house.gov/contact/
Doris,Matsui,CA,Qualified,9/25/1944,202-225-7163,https://matsui.house.gov/email-representative-matsui
Kevin,McCarthy,CA,Qualified,1/26/1965,202-225-2915,https://kevinmccarthy.house.gov/contact/email-me
Tom,McClintock,CA,Qualified,7/10/1956,202-225-2511,https://mcclintockforms.house.gov/forms/contact-form.shtml
Jerry,McNerney,CA,Qualified,6/18/1951,202-225-1947,https://mcnerney.house.gov/contact/email-me
Grace,Napolitano,CA,Qualified,12/4/1936,202-225-5256,https://napolitano.house.gov/contact-me/email-me
Devin,Nunes,CA,Qualified,10/1/1973,202-225-2523,https://nunes.house.gov/contactform/default.aspx
Nancy,Pelosi,CA,Qualified,3/26/1940,202-225-4965,http://pelosi.house.gov/contact-me/email-me
Dana,Rohrabacher,CA,Qualified,6/21/1947,202-225-2415,https://rohrabacher.house.gov/contact/email-me
Lucille,Roybal-Allard,CA,Qualified,6/12/1941,202-225-1766,http://roybal-allard.house.gov/contact/
Edward,Royce,CA,Qualified,10/12/1951,202-225-4111,https://royce.house.gov/contact/contactform.htm
Loretta,Sanchez,CA,Qualified,1/7/1960,202-225-2965,https://lorettasanchez.house.gov/contact-me/email-me
Adam,Schiff,CA,Qualified,6/22/1960,202-225-4176,https://schiff.house.gov/contact
Brad,Sherman,CA,Qualified,10/24/1954,202-225-5911,http://sherman.house.gov/contact/contact-congressman-sherman-form
Jackie,Speier,CA,Qualified,5/14/1950,202-225-3531,https://forms.house.gov/speier/webforms/email_jackie.shtml
Linda,Sánchez,CA,Qualified,1/28/1969,202-225-6676,https://forms.house.gov/lindasanchez/webforms/issue_subscribe.htm
Mike,Thompson,CA,Qualified,1/24/1951,202-225-3311,https://mikethompson.house.gov/contact/email-me
Maxine,Waters,CA,Qualified,8/15/1938,202-225-2201,https://waters.house.gov/contact/contactform.htm
Janice,Hahn,CA,Qualified,3/30/1952,202-225-8220,https://hahn.house.gov/contact-me/email-me
Doug,LaMalfa,CA,Qualified,7/2/1960,202-225-3076,https://lamalfa.house.gov/contact/email-me
Jared,Huffman,CA,Qualified,2/18/1964,202-225-5161,https://huffman.house.gov/contact/email-me
Ami,Bera,CA,Qualified,3/2/1965,202-225-5716,https://beraforms.house.gov/forms/writeyourrep/
Paul,Cook,CA,Qualified,3/3/1943,202-225-5861,https://cook.house.gov/contact/email-me
Eric,Swalwell,CA,Qualified,11/16/1980,202-225-5065,http://swalwell.house.gov/contact-me/email-eric/
David,Valadao,CA,Qualified,4/14/1977,202-225-4695,http://valadao.house.gov/contact/
Julia,Brownley,CA,Qualified,8/28/1952,202-225-5811,https://juliabrownley.house.gov/contact/email-me
Tony,Cárdenas,CA,Qualified,3/31/1963,202-225-6131,https://cardenas.house.gov/contact/email-me
Raul,Ruiz,CA,Qualified,8/25/1972,202-225-5330,https://ruiz.house.gov/email-me
Mark,Takano,CA,Qualified,12/10/1960,202-225-2305,https://takano.house.gov/contact/email-me
Alan,Lowenthal,CA,Qualified,3/8/1941,202-225-7924,http://lowenthal.house.gov/contact/howtocontactme.htm
Juan,Vargas,CA,Qualified,3/7/1961,202-225-8045,https://vargas.house.gov/contact
Scott,Peters,CA,Qualified,6/17/1958,202-225-0508,https://scottpeters.house.gov/contact/email-me
Mark,DeSaulnier,CA,Qualified,3/31/1952,202-225-2095,
Steve,Knight,CA,Qualified,12/17/1966,202-225-1956,
Pete,Aguilar,CA,Qualified,6/19/1979,202-225-3201,
Ted,Lieu,CA,Qualified,3/29/1969,202-225-3976,
Norma,Torres,CA,Qualified,4/4/1965,202-225-6161,
Mimi,Walters,CA,Qualified,5/14/1962,202-225-5611,
Michael,Bennet,CO,Qualified,11/28/1964,202-224-5852,http://www.bennet.senate.gov/contact/email
Mike,Coffman,CO,Qualified,3/19/1955,202-225-7882,https://coffman.house.gov/contact/email-me
Diana,DeGette,CO,Qualified,7/29/1957,202-225-4431,https://degette.house.gov/contact/send-me-an-email/email-me
Cory,Gardner,CO,Qualified,8/22/1974,202-224-5941,
Doug,Lamborn,CO,Qualified,5/24/1954,202-225-4422,https://lambornforms.house.gov/contact-form
Ed,Perlmutter,CO,Qualified,5/1/1953,202-225-2645,https://forms.house.gov/perlmutter/webforms/contact.shtml
Jared,Polis,CO,Qualified,5/12/1975,202-225-2161,https://polis.house.gov/forms/writeyourrep/default.aspx
Scott,Tipton,CO,Qualified,11/9/1956,202-225-4761,https://tipton.house.gov/contact-me/email-me
Ken,Buck,CO,Qualified,2/16/1959,202-225-4676,
Richard,Blumenthal,CT,Qualified,2/13/1946,202-224-2823,https://www.blumenthal.senate.gov/contact/
Joe,Courtney,CT,Qualified,4/6/1953,202-225-2076,https://courtney.house.gov/email-joe1
Rosa,DeLauro,CT,Qualified,3/2/1943,202-225-3661,https://forms.house.gov/delauro/webforms/contact_form_email.shtml
James,Himes,CT,Qualified,7/5/1966,202-225-5541,https://himes.house.gov/contact-me/email-me
John,Larson,CT,Qualified,7/22/1948,202-225-2265,https://forms.house.gov/larson/contact_new.html
Christopher,Murphy,CT,Qualified,8/3/1973,202-224-4041,http://www.murphy.senate.gov/contact
Elizabeth,Esty,CT,Qualified,8/25/1959,202-225-4476,http://esty.house.gov/contact
Thomas,Carper,DE,Qualified,1/23/1947,202-224-2441,http://www.carper.senate.gov/public/index.cfm/email-senator-carper
Chris,Coons,DE,Qualified,9/9/1963,202-224-5042,http://www.coons.senate.gov/contact/
John,Carney,DE,Qualified,5/20/1956,202-225-4165,https://forms.house.gov/carney/webforms/email-me.shtml
Sanford,Bishop,GA,Qualified,2/4/1947,202-225-3631,http://bishop.house.gov/contact
Tom,Graves,GA,Qualified,2/3/1970,202-225-5211,http://tomgraves.house.gov/contact/
John,Isakson,GA,Qualified,12/28/1944,202-224-3643,http://www.isakson.senate.gov/public/index.cfm/email-me
Henry,Johnson,GA,Qualified,10/2/1954,202-225-1605,https://hankjohnson.house.gov/contact-me/email-me
John,Lewis,GA,Qualified,2/21/1940,202-225-3801,https://johnlewis.house.gov/contact-me/email-me-zip
Tom,Price,GA,Qualified,10/8/1954,202-225-4501,https://tomprice.house.gov/contact-me
Austin,Scott,GA,Qualified,12/10/1969,202-225-6531,https://austinscott.house.gov/email-me/
David,Scott,GA,Qualified,6/27/1945,202-225-2939,https://davidscott.house.gov/contact/contactform.htm
Lynn,Westmoreland,GA,Qualified,4/2/1950,202-225-5901,https://westmoreland.house.gov/email-me
Rob,Woodall,GA,Qualified,2/11/1970,202-225-4272,https://woodall.house.gov/contact-me/email-me
Doug,Collins,GA,Qualified,8/16/1966,202-225-9893,https://dougcollins.house.gov/email-me
Buddy,Carter,GA,Qualified,9/6/1957,202-225-5831,
Jody,Hice,GA,Qualified,4/22/1960,202-225-4101,
Barry,Loudermilk,GA,Qualified,12/22/1963,202-225-2931,
Rick,Allen,GA,Qualified,11/7/1951,202-225-2823,
David,Perdue,GA,Qualified,12/10/1949,202-224-3521,
Mazie,Hirono,HI,Qualified,11/3/1947,202-224-6361,http://www.hirono.senate.gov/contact/email
Brian,Schatz,HI,Qualified,10/20/1972,202-224-3934,http://www.schatz.senate.gov/contact
Tulsi,Gabbard,HI,Qualified,4/12/1981,202-225-4906,https://forms.house.gov/formsgabbard/webforms/email-me.shtml
Mark,Takai,HI,Qualified,7/1/1967,202-225-2726,
James,Risch,ID,Qualified,5/3/1943,202-224-2752,http://www.risch.senate.gov/public/index.cfm?p=Email
Michael,Crapo,ID,Qualified,5/20/1951,202-224-6142,http://www.crapo.senate.gov/contact/email.cfm
Raúl,Labrador,ID,Qualified,12/8/1967,202-225-6611,https://labradorforms.house.gov/email-me
Michael,Simpson,ID,Qualified,9/8/1950,202-225-5531,http://simpson.house.gov/contact/
Richard,Durbin,IL,Qualified,11/21/1944,202-224-2152,http://www.durbin.senate.gov/public/index.cfm/contact
Danny,Davis,IL,Qualified,9/6/1941,202-225-5006,https://davis.house.gov/email-me
Luis,Gutiérrez,IL,Qualified,12/10/1953,202-225-8203,http://gutierrezforms.house.gov/contact/
Randy,Hultgren,IL,Qualified,3/1/1966,202-225-2976,https://hultgren.house.gov/contact/email-randy
Adam,Kinzinger,IL,Qualified,2/27/1978,202-225-3635,https://kinzinger.house.gov/email-adam
Mark,Kirk,IL,Qualified,9/15/1959,202-224-2854,http://www.kirk.senate.gov/?p=comment_on_legislation
Daniel,Lipinski,IL,Qualified,7/15/1966,202-225-5701,https://lipinskiforms.house.gov/contact-form
Mike,Quigley,IL,Qualified,10/17/1958,202-225-4061,https://quigleyforms.house.gov/forms/writeyourrep/
Peter,Roskam,IL,Qualified,9/13/1961,202-225-4561,https://roskam.house.gov/contact/email-me
Bobby,Rush,IL,Qualified,11/23/1946,202-225-4372,https://rush.house.gov/contact-me/legislative-issues
Janice,Schakowsky,IL,Qualified,5/26/1944,202-225-2111,https://schakowsky.house.gov/write-to-congresswoman-jan-schakowsky
John,Shimkus,IL,Qualified,2/21/1958,202-225-5271,https://shimkus.house.gov/contact/email-me
Bill,Foster,IL,Qualified,10/7/1955,202-225-3515,https://foster.house.gov/contact/email-me
Tammy,Duckworth,IL,Qualified,3/12/1968,202-225-3711,https://duckworth.house.gov/contact/email-me
Rodney,Davis,IL,Qualified,1/5/1970,202-225-2371,https://rodneydavisforms.house.gov/contact/
Cheri,Bustos,IL,Qualified,10/17/1961,202-225-5905,http://bustos.house.gov/contact
Robin,Kelly,IL,Qualified,4/30/1956,202-225-0773,https://robinkelly.house.gov/contact/email-me
Bob,Dold,IL,Qualified,6/23/1969,202-225-4835,
Mike,Bost,IL,Qualified,12/30/1960,202-225-5661,
Darin,LaHood,IL,Qualified,7/5/1968,202-225-6201,https://lahood.house.gov/contact/email
Larry,Bucshon,IN,Qualified,5/31/1962,202-225-4636,https://bucshon.house.gov/contact-me/email-me
André,Carson,IN,Qualified,10/16/1974,202-225-4011,https://carson.house.gov/contact/email-me
Daniel,Coats,IN,Qualified,5/16/1943,202-224-5623,http://www.coats.senate.gov/contact/
Joe,Donnelly,IN,Qualified,9/28/1955,202-224-4814,http://www.donnelly.senate.gov/contact/email-joe
Todd,Rokita,IN,Qualified,2/9/1970,202-225-5037,https://rokita.house.gov/contact-me
Marlin,Stutzman,IN,Qualified,8/31/1976,202-225-4436,http://stutzman.house.gov/contacts/new
Peter,Visclosky,IN,Qualified,8/13/1949,202-225-2461,https://visclosky.house.gov/contact-pete/email-pete
Todd,Young,IN,Qualified,8/24/1972,202-225-5315,https://toddyoungforms.house.gov/give-me-your-opinion
Jackie,Walorski,IN,Qualified,8/17/1963,202-225-3915,https://walorski.house.gov/contact/email-me
Susan,Brooks,IN,Qualified,8/25/1960,202-225-2276,https://susanwbrooks.house.gov/contact/email-me
Luke,Messer,IN,Qualified,2/27/1969,202-225-3021,https://messer.house.gov/contact/email-me
Charles,Grassley,IA,Qualified,9/17/1933,202-224-3744,http://www.grassley.senate.gov/constituents/questions-and-comments
Steve,King,IA,Qualified,5/28/1949,202-225-4426,https://forms.house.gov/king/webforms/issue_subscribe.html
David,Loebsack,IA,Qualified,12/23/1952,202-225-6576,https://loebsack.house.gov/forms/writeyourrep/
Rod,Blum,IA,Qualified,4/26/1955,202-225-2911,
David,Young,IA,Qualified,5/11/1968,202-225-5476,
Joni,Ernst,IA,Qualified,7/1/1970,202-224-3254,
Pat,Roberts,KS,Qualified,4/20/1936,202-224-4774,http://www.roberts.senate.gov/public/index.cfm?p=EmailPat
Tim,Huelskamp,KS,Qualified,11/11/1968,202-225-2715,https://huelskamp.house.gov/contact/email-me
Lynn,Jenkins,KS,Qualified,6/10/1963,202-225-6601,https://lynnjenkins.house.gov/contact-me
Jerry,Moran,KS,Qualified,5/29/1954,202-224-6521,http://www.moran.senate.gov/public/index.cfm/e-mail-jerry
Mike,Pompeo,KS,Qualified,12/30/1963,202-225-6216,https://pompeo.house.gov/contact/contactform.htm?zip5=$ADDRESS_ZIP5
Kevin,Yoder,KS,Qualified,1/8/1976,202-225-2865,https://yoder.house.gov/contact/email-me
Mitch,McConnell,KY,Qualified,2/20/1942,202-224-2541,http://www.mcconnell.senate.gov/public/index.cfm?p=ContactForm
Brett,Guthrie,KY,Qualified,2/18/1964,202-225-3501,http://brettguthrieforms.house.gov/contact/
Rand,Paul,KY,Qualified,1/7/1963,202-224-4343,http://www.paul.senate.gov/?p=contact
Harold,Rogers,KY,Qualified,12/31/1937,202-225-4601,https://halrogers.house.gov/contact/contactform.htm
Ed,Whitfield,KY,Qualified,5/25/1943,202-225-3115,https://whitfield.house.gov/contact/email-me
John,Yarmuth,KY,Qualified,11/4/1947,202-225-5401,http://yarmuth.house.gov/contact-john2/
Thomas,Massie,KY,Qualified,1/13/1971,202-225-3465,http://massieforms.house.gov/contact/
Garland,Barr,KY,Qualified,7/24/1973,202-225-4706,https://barr.house.gov/contact/email-me
Charles,Boustany,LA,Qualified,2/21/1956,202-225-2031,https://boustanyforms.house.gov/contact-me/
Bill,Cassidy,LA,Qualified,9/28/1957,202-224-5824,
John,Fleming,LA,Qualified,7/5/1951,202-225-2777,https://fleming.house.gov/contact/contactform.htm
Cedric,Richmond,LA,Qualified,9/13/1973,202-225-6636,https://richmond.house.gov/contact-me/email-me
Steve,Scalise,LA,Qualified,10/6/1965,202-225-3015,https://scalise.house.gov/contact-me/email-me
David,Vitter,LA,Qualified,5/3/1961,202-224-4623,http://www.vitter.senate.gov/contact/email-senator-vitter
Ralph,Abraham,LA,Qualified,9/16/1954,202-225-8490,
Garret,Graves,LA,Qualified,1/31/1972,202-225-3901,
Susan,Collins,ME,Qualified,12/7/1952,202-224-2523,http://www.collins.senate.gov/public/index.cfm/email
Chellie,Pingree,ME,Qualified,4/2/1955,202-225-6116,https://pingree.house.gov/email-me
Angus,King,ME,Qualified,3/31/1944,202-224-5344,http://www.king.senate.gov/contact
Bruce,Poliquin,ME,Qualified,11/1/1953,202-225-6306,
Benjamin,Cardin,MD,Qualified,10/5/1943,202-224-4524,http://www.cardin.senate.gov/contact/
Elijah,Cummings,MD,Qualified,1/18/1951,202-225-4741,https://cummings.house.gov/contact-me/email-me
Donna,Edwards,MD,Qualified,6/28/1958,202-225-8699,https://forms.house.gov/formdonnaedwards/issue_subscribe.shtml
Andy,Harris,MD,Qualified,1/25/1957,202-225-5311,https://harris.house.gov/contact-me/email-me
Steny,Hoyer,MD,Qualified,6/14/1939,202-225-4131,https://hoyer.house.gov/email-steny
Barbara,Mikulski,MD,Qualified,7/20/1936,202-224-4654,http://www.mikulski.senate.gov/contact/shareyouropinion.cfm
C.,Ruppersberger,MD,Qualified,1/31/1946,202-225-3061,http://ruppersberger.house.gov/contact-dutch/email-dutch
John,Sarbanes,MD,Qualified,5/22/1962,202-225-4016,http://sarbanes.house.gov/federal.asp
Chris,Van Hollen,MD,Qualified,1/10/1959,202-225-5341,http://vanhollen.house.gov/contact/
John,Delaney,MD,Qualified,4/16/1963,202-225-2721,https://delaney.house.gov/contact/email-me
Michael,Capuano,MA,Qualified,1/9/1952,202-225-5111,http://www.house.gov/capuano/contact/email.shtml
William,Keating,MA,Qualified,9/6/1952,202-225-3111,https://forms.house.gov/keating/webforms/contact.shtml
Stephen,Lynch,MA,Qualified,3/31/1955,202-225-8273,https://lynch.house.gov/contact-me/email-me
Edward,Markey,MA,Qualified,7/11/1946,202-224-2742,http://www.markey.senate.gov/contact
James,McGovern,MA,Qualified,11/20/1959,202-225-6101,https://mcgovern.house.gov/contact/email-me
Richard,Neal,MA,Qualified,2/14/1949,202-225-5601,https://forms.house.gov/neal/webforms/Contact_Form.shtml
Niki,Tsongas,MA,Qualified,4/26/1946,202-225-3411,https://tsongas.house.gov/e-mail-niki/
Elizabeth,Warren,MA,Qualified,6/22/1949,202-224-4543,http://www.warren.senate.gov/?p=email_senator#thisForm
Joseph,Kennedy,MA,Qualified,10/4/1980,202-225-5931,https://kennedy.house.gov/contact/email-me
Katherine,Clark,MA,Qualified,7/17/1963,202-225-2836,https://katherineclark.house.gov/index.cfm/email-me
Seth,Moulton,MA,Qualified,10/24/1978,202-225-8020,
Debbie,Stabenow,MI,Qualified,4/29/1950,202-224-4822,http://www.stabenow.senate.gov/?p=contact
Justin,Amash,MI,Qualified,4/18/1980,202-225-3831,https://amash.house.gov/contact-me/email-me
Dan,Benishek,MI,Qualified,4/20/1952,202-225-4735,https://benishek.house.gov/contact-me/email-me
John,Conyers,MI,Qualified,5/16/1929,202-225-5126,https://conyers.house.gov/index.cfm/online-contact-form
Bill,Huizenga,MI,Qualified,1/31/1969,202-225-4401,http://huizenga.house.gov/contact/
Sander,Levin,MI,Qualified,9/6/1931,202-225-4961,https://levin.house.gov/contact-me/email-me
Candice,Miller,MI,Qualified,5/7/1954,202-225-2106,http://candicemiller.house.gov/contact
Gary,Peters,MI,Qualified,12/1/1958,202-224-6221,
Fred,Upton,MI,Qualified,4/23/1953,202-225-3761,http://upton.house.gov/contact/zipauth.htm
Tim,Walberg,MI,Qualified,4/12/1951,202-225-6276,https://walberg.house.gov/contact/contactform.htm
Daniel,Kildee,MI,Qualified,8/11/1958,202-225-3611,https://dankildee.house.gov/contact/email-me
John,Moolenaar,MI,Qualified,5/8/1961,202-225-3561,
Mike,Bishop,MI,Qualified,3/18/1967,202-225-4872,
Dave,Trott,MI,Qualified,10/16/1960,202-225-8171,
Debbie,Dingell,MI,Qualified,11/23/1953,202-225-4071,
Brenda,Lawrence,MI,Qualified,10/18/1954,202-225-5802,
Amy,Klobuchar,MN,Qualified,5/25/1960,202-224-3244,http://www.klobuchar.senate.gov/public/email-amy
Alan,Franken,MN,Qualified,5/21/1951,202-224-5641,http://www.franken.senate.gov/?p=email_al
Keith,Ellison,MN,Qualified,8/4/1963,202-225-4755,http://ellison.house.gov/contact
John,Kline,MN,Qualified,9/6/1947,202-225-2271,http://kline.house.gov/contact/
Betty,McCollum,MN,Qualified,7/12/1954,202-225-6631,https://mccollum.house.gov/contact-me/email-me
Erik,Paulsen,MN,Qualified,5/14/1965,202-225-2871,https://paulsenforms.house.gov/contact-me
Collin,Peterson,MN,Qualified,6/29/1944,202-225-2165,https://collinpeterson.house.gov/contact-me/email-me
Timothy,Walz,MN,Qualified,4/6/1964,202-225-2472,http://walz.house.gov/contact
Richard,Nolan,MN,Qualified,12/17/1943,202-225-6211,https://nolan.house.gov/contact/email-me
Tom,Emmer,MN,Qualified,3/3/1961,202-225-2331,
Roger,Wicker,MS,Qualified,7/5/1951,202-224-6253,http://www.wicker.senate.gov/public/index.cfm/contact
Thad,Cochran,MS,Qualified,12/7/1937,202-224-5054,http://www.cochran.senate.gov/public/index.cfm/email-me
Gregg,Harper,MS,Qualified,6/1/1956,202-225-5031,https://harperforms.house.gov/forms/writeyourrep/
Steven,Palazzo,MS,Qualified,2/21/1970,202-225-5772,http://palazzo.house.gov/contact/
Bennie,Thompson,MS,Qualified,1/28/1948,202-225-5876,https://forms.house.gov/benniethompson/contact-form.shtml
Trent,Kelly,MS,Qualified,3/1/1966,202-225-4306,https://trentkelly.house.gov/contact
Claire,McCaskill,MO,Qualified,7/24/1953,202-224-6154,http://www.mccaskill.senate.gov/?p=contact
Roy,Blunt,MO,Qualified,1/10/1950,202-224-5721,http://www.blunt.senate.gov/public/index.cfm/contact-form?p=contact-roy
Wm.,Clay,MO,Qualified,7/27/1956,202-225-2406,http://lacyclay.house.gov/contact-form/
Emanuel,Cleaver,MO,Qualified,10/26/1944,202-225-4535,https://cleaver.house.gov/contact/email-me
Sam,Graves,MO,Qualified,11/7/1963,202-225-7041,https://gravesforms.house.gov/email-sam
Vicky,Hartzler,MO,Qualified,10/13/1960,202-225-2876,https://hartzler.house.gov/contact-me/email-me
Billy,Long,MO,Qualified,8/11/1955,202-225-6536,https://longforms.house.gov/email-billy
Blaine,Luetkemeyer,MO,Qualified,5/7/1952,202-225-2956,https://luetkemeyer.house.gov/forms/writeyourrep/
Ann,Wagner,MO,Qualified,9/13/1962,202-225-1621,https://wagner.house.gov/contact/email-me
Jason,Smith,MO,Qualified,6/16/1980,202-225-4404,https://jasonsmith.house.gov/contact/email-me
Jon,Tester,MT,Qualified,8/21/1956,202-224-2644,http://www.tester.senate.gov/?p=email_senator
Steve,Daines,MT,Qualified,8/20/1962,202-224-2651,
